# 2WD PID 循线 · S 弯赛道 · Kp=0.6 Ki=0 Kd=6 · 100 Hz
t,nL,nM,nR,error,u,pwmL,pwmR,state
23.820,0.0240,0.9840,0.0320,0.77,14.17,141,118,STRAIGHT
23.830,0.0320,0.9800,0.0280,-0.38,-7.15,109,150,STRAIGHT
23.840,0.0120,0.9960,0.0320,1.92,15.00,143,117,STRAIGHT
23.850,0.0240,0.9880,0.0160,-0.78,-16.67,95,150,STRAIGHT
23.860,0.0280,1.0000,0.0120,-1.54,-5.48,112,150,STRAIGHT
23.870,0.0240,1.0000,0.0160,-0.77,4.15,126,137,STRAIGHT
23.880,0.0240,1.0000,0.0440,1.87,16.97,145,113,STRAIGHT
23.890,0.0240,1.0000,0.0080,-1.55,-21.47,88,150,STRAIGHT
23.900,0.0200,0.9920,0.0160,-0.39,6.73,130,132,STRAIGHT
23.910,0.0240,0.9840,0.0200,-0.39,-0.23,120,144,STRAIGHT
23.920,0.0400,0.9640,0.0200,-1.95,-10.56,104,150,STRAIGHT
23.930,0.0360,0.9920,0.0440,0.75,16.64,145,114,STRAIGHT
23.940,0.0200,0.9680,0.0040,-1.61,-15.12,97,150,STRAIGHT
23.950,0.0160,0.9960,0.0040,-1.18,1.88,123,141,STRAIGHT
23.960,0.0360,0.9960,0.0200,-1.52,-2.95,116,149,STRAIGHT
23.970,0.0560,0.9840,0.0200,-3.40,-13.29,100,150,STRAIGHT
23.980,0.0360,0.9720,0.0160,-1.95,7.49,131,131,STRAIGHT
23.990,0.0280,0.9480,0.0160,-1.21,3.73,126,137,STRAIGHT
24.000,0.0640,0.9640,0.0320,-3.02,-12.67,101,150,STRAIGHT
24.010,0.0440,0.9520,0.0000,-4.42,-11.04,103,150,STRAIGHT
24.020,0.0680,0.9480,0.0000,-6.69,-17.67,93,150,STRAIGHT
24.030,0.0640,0.9400,0.0000,-6.37,-1.91,117,147,STRAIGHT
24.040,0.0880,0.9320,0.0000,-8.63,-18.69,92,150,STRAIGHT
24.050,0.0840,0.9040,0.0000,-8.50,-4.35,113,150,STRAIGHT
24.060,0.0760,0.9040,0.0000,-7.76,-0.17,120,144,STRAIGHT
24.070,0.0920,0.8920,0.0160,-7.60,-3.63,115,150,STRAIGHT
24.080,0.1200,0.8600,0.0040,-11.79,-32.20,72,150,TURN_LEFT
24.090,0.1280,0.8400,0.0160,-11.38,-4.39,113,150,TURN_LEFT
24.100,0.1400,0.8400,0.0000,-14.29,-25.99,81,150,TURN_LEFT
24.110,0.1600,0.8240,0.0000,-16.26,-21.60,88,150,TURN_LEFT
24.120,0.1480,0.8080,0.0000,-15.48,-4.61,113,150,TURN_LEFT
24.130,0.1760,0.7880,0.0000,-18.26,-27.61,79,150,TURN_LEFT
24.140,0.1760,0.7760,0.0120,-17.01,-2.74,116,149,TURN_LEFT
24.150,0.2160,0.7480,0.0240,-19.43,-26.18,81,150,TURN_LEFT
24.160,0.2400,0.7040,0.0000,-25.42,-51.20,43,150,TURN_LEFT
24.170,0.3120,0.6840,0.0080,-30.28,-47.30,49,150,TURN_LEFT
24.180,0.3240,0.6440,0.0160,-31.30,-24.91,83,150,TURN_LEFT
24.190,0.3800,0.6160,0.0000,-38.15,-64.00,24,150,TURN_LEFT
24.200,0.4320,0.5760,0.0000,-42.86,-53.94,39,150,TURN_LEFT
24.210,0.4960,0.5720,0.0240,-43.22,-28.13,78,150,TURN_LEFT
24.220,0.5520,0.5360,0.0000,-50.74,-75.51,7,150,TURN_LEFT
24.230,0.6240,0.5200,0.0000,-54.55,-55.59,37,150,TURN_LEFT
24.240,0.6960,0.4680,0.0000,-59.79,-67.37,19,150,TURN_LEFT
24.250,0.7760,0.4600,0.0000,-62.78,-55.61,37,150,TURN_LEFT
24.260,0.8160,0.4320,0.0000,-65.38,-54.84,38,150,TURN_LEFT
24.270,0.8880,0.4200,0.0000,-67.89,-55.77,36,150,TURN_LEFT
24.280,0.9200,0.3720,0.0000,-71.21,-62.63,26,150,TURN_LEFT
24.290,0.9480,0.3680,0.0040,-71.52,-44.76,53,150,TURN_LEFT
24.300,0.9760,0.3320,0.0000,-74.62,-63.39,25,150,TURN_LEFT
24.310,0.9840,0.2840,0.0000,-77.60,-64.47,23,150,TURN_LEFT
24.320,0.9960,0.2680,0.0000,-78.80,-54.45,38,150,TURN_LEFT
24.330,0.9840,0.2640,0.0040,-78.27,-43.83,54,150,TURN_LEFT
24.340,0.9800,0.2480,0.0080,-78.64,-49.38,46,150,TURN_LEFT
24.350,0.9480,0.2120,0.0160,-79.25,-51.22,43,150,TURN_LEFT
24.360,0.9120,0.1960,0.0000,-82.31,-67.74,18,150,TURN_LEFT
24.370,0.8840,0.1680,0.0000,-84.03,-60.74,29,150,TURN_LEFT
24.380,0.8400,0.1320,0.0000,-86.42,-66.19,21,150,TURN_LEFT
24.390,0.8000,0.1160,0.0000,-87.34,-57.90,33,150,TURN_LEFT
24.400,0.7720,0.0880,0.0000,-89.77,-68.45,17,150,TURN_LEFT
24.410,0.7120,0.0920,0.0000,-88.56,-45.87,51,150,TURN_LEFT
24.420,0.6720,0.1000,0.0080,-85.13,-30.50,74,150,TURN_LEFT
24.430,0.6360,0.0600,0.0000,-91.38,-92.33,-19,150,TURN_LEFT
24.440,0.5440,0.0640,0.0120,-85.81,-18.05,93,150,TURN_LEFT
24.450,0.5280,0.0280,0.0160,-89.51,-75.93,6,150,TURN_LEFT
24.460,0.4800,0.0400,0.0000,-92.31,-72.17,12,150,TURN_LEFT
24.470,0.4040,0.0240,0.0000,-94.39,-69.14,16,150,TURN_LEFT
24.480,0.3840,0.0360,0.0000,-91.43,-37.07,64,150,TURN_LEFT
24.490,0.3640,0.0120,0.0200,-86.87,-24.76,83,150,TURN_LEFT
24.500,0.3480,0.0040,0.0000,-98.86,-131.29,-77,150,TURN_LEFT
24.510,0.3000,0.0200,0.0120,-86.75,20.65,150,107,TURN_LEFT
24.520,0.2480,0.0000,0.0160,-87.88,-59.52,31,150,TURN_LEFT
24.530,0.2400,0.0120,0.0120,-86.36,-42.73,56,150,TURN_LEFT
24.540,0.2160,0.0000,0.0000,-100.00,-141.82,-93,150,TURN_LEFT
24.550,0.1760,0.0000,0.0000,-100.00,-60.00,30,150,TURN_LEFT
24.560,0.1680,0.0120,0.0160,-77.55,88.16,150,-15,TURN_LEFT
24.570,0.1520,0.0000,0.0040,-94.87,-160.85,-121,150,TURN_LEFT
24.580,0.1600,0.0160,0.0000,-90.91,-30.77,74,150,TURN_LEFT
24.590,0.1280,0.0000,0.0000,-80.00,17.45,101,59,SEARCHING
24.600,0.1240,0.0160,0.0040,-80.00,-48.00,3,150,SEARCHING
24.610,0.1040,0.0080,0.0000,-80.00,-48.00,3,150,SEARCHING
24.620,0.1040,0.0040,0.0000,-80.00,-48.00,3,150,SEARCHING
24.630,0.0840,0.0000,0.0200,-80.00,-48.00,3,150,SEARCHING
24.640,0.0560,0.0040,0.0240,-80.00,-48.00,3,150,SEARCHING
24.650,0.0920,0.0040,0.0040,-80.00,-48.00,3,150,SEARCHING
24.660,0.0560,0.0040,0.0000,-80.00,-48.00,3,150,SEARCHING
24.670,0.0800,0.0200,0.0000,-80.00,-48.00,3,150,SEARCHING
24.680,0.0680,0.0160,0.0000,-80.00,-48.00,3,150,SEARCHING
24.690,0.0640,0.0160,0.0040,-80.00,-48.00,3,150,SEARCHING
24.700,0.0760,0.0160,0.0040,-80.00,-48.00,3,150,SEARCHING
24.710,0.0560,0.0120,0.0080,-80.00,-48.00,3,150,SEARCHING
24.720,0.0720,0.0040,0.0000,-80.00,-48.00,3,150,SEARCHING
24.730,0.1000,0.0120,0.0040,-80.00,-48.00,3,150,SEARCHING
24.740,0.0880,0.0000,0.0000,-80.00,-48.00,3,150,SEARCHING
24.750,0.1120,0.0000,0.0040,-80.00,-48.00,3,150,SEARCHING
24.760,0.1080,0.0000,0.0080,-80.00,-48.00,3,150,SEARCHING
24.770,0.1280,0.0000,0.0160,-80.00,-48.00,3,150,SEARCHING
24.780,0.1120,0.0000,0.0080,-80.00,-48.00,3,150,SEARCHING
24.790,0.1640,0.0040,0.0000,-97.62,-164.29,-126,150,TURN_LEFT
24.800,0.1720,0.0280,0.0000,-86.00,18.11,147,111,TURN_LEFT
24.810,0.1960,0.0000,0.0080,-92.16,-92.24,-18,150,TURN_LEFT
24.820,0.2160,0.0160,0.0000,-93.10,-61.54,28,150,TURN_LEFT
24.830,0.2520,0.0040,0.0200,-84.06,3.84,126,137,TURN_LEFT
24.840,0.2440,0.0000,0.0120,-90.63,-93.78,-21,150,TURN_LEFT
24.850,0.2800,0.0040,0.0000,-98.59,-106.95,-40,150,TURN_LEFT
24.860,0.3040,0.0000,0.0000,-100.00,-68.45,17,150,TURN_LEFT
24.870,0.3280,0.0080,0.0000,-97.62,-44.29,54,150,TURN_LEFT
24.880,0.3760,0.0000,0.0200,-89.90,-7.62,109,150,TURN_LEFT
24.890,0.4080,0.0000,0.0040,-98.06,-107.79,-42,150,TURN_LEFT
24.900,0.4360,0.0000,0.0000,-100.00,-71.65,13,150,TURN_LEFT
24.910,0.4920,0.0000,0.0080,-96.80,-38.88,62,150,TURN_LEFT
24.920,0.5160,0.0000,0.0000,-100.00,-79.20,1,150,TURN_LEFT
24.930,0.5800,0.0080,0.0120,-94.67,-24.80,83,150,TURN_LEFT
24.940,0.6360,0.0040,0.0000,-99.38,-87.87,-12,150,TURN_LEFT
24.950,0.6960,0.0000,0.0200,-94.41,-26.88,80,150,TURN_LEFT
24.960,0.7440,0.0120,0.0080,-96.34,-69.33,16,150,TURN_LEFT
24.970,0.8160,0.0040,0.0000,-99.51,-78.77,2,150,TURN_LEFT
24.980,0.8440,0.0200,0.0000,-97.69,-47.65,49,150,TURN_LEFT
24.990,0.8840,0.0000,0.0080,-98.21,-62.05,27,150,TURN_LEFT
25.000,0.9240,0.0000,0.0040,-99.14,-65.07,22,150,TURN_LEFT
25.010,0.9760,0.0000,0.0000,-100.00,-65.17,22,150,TURN_LEFT
25.020,0.9680,0.0000,0.0000,-100.00,-60.00,30,150,TURN_LEFT
25.030,1.0000,0.0280,0.0000,-97.28,-42.02,57,150,TURN_LEFT
25.040,0.9920,0.0480,0.0040,-94.64,-40.94,59,150,TURN_LEFT
25.050,0.9520,0.0640,0.0080,-92.19,-40.62,59,150,TURN_LEFT
25.060,0.9240,0.0400,0.0000,-95.85,-79.49,1,150,TURN_LEFT
25.070,0.8600,0.1080,0.0120,-86.53,4.00,126,137,TURN_LEFT
25.080,0.8280,0.1200,0.0360,-80.49,-12.04,102,150,TURN_LEFT
25.090,0.7480,0.1560,0.0000,-82.74,-63.18,25,150,TURN_LEFT
25.100,0.6520,0.1920,0.0080,-75.59,-2.41,116,148,TURN_LEFT
25.110,0.6040,0.2520,0.0000,-70.56,-12.18,102,150,TURN_LEFT
25.120,0.5200,0.3040,0.0000,-63.11,6.86,130,132,TURN_LEFT
25.130,0.4400,0.3600,0.0120,-52.71,30.76,150,89,TURN_LEFT
25.140,0.3920,0.4680,0.0000,-45.58,15.42,143,116,TURN_LEFT
25.150,0.3440,0.5040,0.0200,-37.33,27.13,150,95,TURN_LEFT
25.160,0.3080,0.5680,0.0000,-35.16,-8.09,108,150,TURN_LEFT
25.170,0.2440,0.6360,0.0000,-27.73,27.96,150,94,TURN_LEFT
25.180,0.2080,0.6960,0.0000,-23.01,14.51,142,118,TURN_LEFT
25.190,0.1520,0.7720,0.0000,-16.45,29.48,150,91,TURN_LEFT
25.200,0.1480,0.8000,0.0000,-15.61,-4.34,113,150,TURN_LEFT
25.210,0.1520,0.8760,0.0120,-13.46,4.82,127,135,TURN_LEFT
25.220,0.1160,0.8920,0.0080,-10.63,10.61,136,125,TURN_LEFT
25.230,0.0840,0.9360,0.0320,-4.94,31.16,150,88,STRAIGHT
25.240,0.0680,0.9560,0.0040,-6.23,-11.43,103,150,STRAIGHT
25.250,0.0640,0.9800,0.0160,-4.53,7.47,131,131,STRAIGHT
25.260,0.0480,1.0000,0.0600,1.08,34.32,150,82,STRAIGHT
25.270,0.0360,0.9920,0.0560,1.85,5.68,129,134,STRAIGHT
25.280,0.0120,0.9800,0.0440,3.09,9.32,134,127,STRAIGHT
25.290,0.0320,0.9960,0.0520,1.85,-6.31,111,150,STRAIGHT
25.300,0.0080,0.9760,0.0760,6.42,31.23,150,88,STRAIGHT
25.310,0.0280,0.9240,0.1200,8.58,18.15,147,111,STRAIGHT
25.320,0.0040,0.8840,0.1320,12.55,31.33,150,88,TURN_RIGHT
25.330,0.0200,0.8600,0.1560,13.13,11.35,137,124,TURN_RIGHT
25.340,0.0120,0.8080,0.1920,17.79,38.63,150,74,TURN_RIGHT
25.350,0.0000,0.7760,0.1920,19.83,24.19,150,100,TURN_RIGHT
25.360,0.0120,0.7360,0.2240,21.81,24.94,150,99,TURN_RIGHT
25.370,0.0080,0.6800,0.2400,25.00,34.14,150,83,TURN_RIGHT
25.380,0.0240,0.6640,0.2720,25.83,20.50,150,107,TURN_RIGHT
25.390,0.0200,0.6400,0.3040,29.46,39.44,150,73,TURN_RIGHT
25.400,0.0000,0.5800,0.3120,34.98,54.09,150,47,TURN_RIGHT
25.410,0.0080,0.5840,0.3600,36.97,34.17,150,82,TURN_RIGHT
25.420,0.0000,0.5320,0.3560,40.09,42.75,150,67,TURN_RIGHT
25.430,0.0000,0.5280,0.3640,40.81,28.79,150,92,TURN_RIGHT
25.440,0.0040,0.4920,0.3920,43.69,43.54,150,66,TURN_RIGHT
25.450,0.0000,0.5000,0.4040,44.69,32.79,150,85,TURN_RIGHT
25.460,0.0000,0.4800,0.3960,45.21,30.21,150,90,TURN_RIGHT
25.470,0.0000,0.4760,0.4440,48.26,47.29,150,59,TURN_RIGHT
25.480,0.0000,0.4640,0.4080,46.79,19.24,149,109,TURN_RIGHT
25.490,0.0000,0.4480,0.4240,48.62,40.18,150,72,TURN_RIGHT
25.500,0.0000,0.4440,0.4200,48.61,29.09,150,92,TURN_RIGHT
25.510,0.0120,0.4400,0.4480,48.44,28.07,150,93,TURN_RIGHT
25.520,0.0000,0.4400,0.4320,49.54,36.31,150,79,TURN_RIGHT
25.530,0.0080,0.4560,0.4520,48.47,22.66,150,103,TURN_RIGHT
25.540,0.0120,0.4240,0.4120,47.17,20.49,150,107,TURN_RIGHT
25.550,0.0080,0.4360,0.4360,48.64,37.98,150,76,TURN_RIGHT
25.560,0.0120,0.4200,0.4360,48.85,30.58,150,89,TURN_RIGHT
25.570,0.0000,0.4320,0.4200,49.30,32.26,150,86,TURN_RIGHT
25.580,0.0000,0.4400,0.3960,47.37,16.86,145,114,TURN_RIGHT
25.590,0.0200,0.4360,0.4320,46.40,22.01,150,104,TURN_RIGHT
25.600,0.0160,0.4360,0.4320,47.06,32.21,150,86,TURN_RIGHT
25.610,0.0120,0.4280,0.4280,47.93,33.96,150,83,TURN_RIGHT
25.620,0.0000,0.4360,0.4080,48.34,31.49,150,87,TURN_RIGHT
25.630,0.0000,0.4520,0.4200,48.17,27.84,150,94,TURN_RIGHT
25.640,0.0040,0.4480,0.4080,46.98,21.06,150,106,TURN_RIGHT
25.650,0.0000,0.4520,0.4040,47.20,29.63,150,91,TURN_RIGHT
25.660,0.0280,0.4520,0.4200,43.56,4.29,126,136,TURN_RIGHT
25.670,0.0000,0.4560,0.3880,45.97,42.08,150,68,TURN_RIGHT
25.680,0.0000,0.4400,0.4120,48.36,43.33,150,66,TURN_RIGHT
25.690,0.0000,0.4520,0.4080,47.44,22.98,150,103,TURN_RIGHT
25.700,0.0000,0.4640,0.3920,45.79,17.59,146,112,TURN_RIGHT
25.710,0.0000,0.4480,0.3960,46.92,34.90,150,81,TURN_RIGHT
25.720,0.0000,0.4520,0.4040,47.20,29.98,150,90,TURN_RIGHT
25.730,0.0080,0.4640,0.3840,43.93,6.73,130,132,TURN_RIGHT
25.740,0.0000,0.4720,0.3840,44.86,32.52,150,85,TURN_RIGHT
25.750,0.0000,0.4560,0.4080,47.22,42.51,150,67,TURN_RIGHT
25.760,0.0000,0.4440,0.3960,47.14,27.81,150,94,TURN_RIGHT
25.770,0.0000,0.4480,0.4120,47.91,33.33,150,84,TURN_RIGHT
25.780,0.0000,0.4640,0.4120,47.03,22.97,150,103,TURN_RIGHT
25.790,0.0080,0.4600,0.3960,44.91,14.20,141,118,TURN_RIGHT
25.800,0.0040,0.4440,0.4040,46.95,40.41,150,71,TURN_RIGHT
25.810,0.0000,0.4680,0.3960,45.83,20.81,150,107,TURN_RIGHT
25.820,0.0080,0.4360,0.4280,48.17,42.89,150,67,TURN_RIGHT
25.830,0.0040,0.4440,0.4240,48.17,28.90,150,92,TURN_RIGHT
25.840,0.0040,0.4560,0.4160,47.03,21.42,150,105,TURN_RIGHT
25.850,0.0000,0.4560,0.3920,46.23,22.90,150,103,TURN_RIGHT
25.860,0.0040,0.4400,0.4160,47.91,38.83,150,74,TURN_RIGHT
25.870,0.0120,0.4360,0.4080,46.26,17.89,147,112,TURN_RIGHT
25.880,0.0080,0.4360,0.4240,47.93,38.74,150,74,TURN_RIGHT
25.890,0.0120,0.4560,0.4240,46.19,17.29,146,113,TURN_RIGHT
25.900,0.0320,0.4240,0.4200,44.29,15.20,143,117,TURN_RIGHT
25.910,0.0120,0.4240,0.4360,48.62,55.16,150,45,TURN_RIGHT
25.920,0.0000,0.4240,0.4360,50.70,42.86,150,67,TURN_RIGHT
25.930,0.0040,0.4240,0.4120,48.57,16.39,145,115,TURN_RIGHT
25.940,0.0000,0.4480,0.4400,49.55,35.60,150,80,TURN_RIGHT
25.950,0.0040,0.4440,0.4520,49.78,31.24,150,88,TURN_RIGHT
25.960,0.0280,0.4520,0.4520,45.49,1.59,122,141,TURN_RIGHT
25.970,0.0000,0.4280,0.4360,50.46,60.09,150,36,TURN_RIGHT
25.980,0.0000,0.4240,0.4200,49.76,25.66,150,98,TURN_RIGHT
25.990,0.0000,0.4240,0.4360,50.70,36.03,150,79,TURN_RIGHT
26.000,0.0000,0.4360,0.4320,49.77,24.29,150,100,TURN_RIGHT
